position,trap,cell_label,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720,725,730,735,740,745,750,755,760,765,770,775,780,785,790,795,800,805,810,815,820,825,830,835
by4741_013,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by4741_013,8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by4741_013,9,1,0.5176749059457877,-0.6637415235100208,0.4542185263296561,-0.25424023472708956,-0.46891806463718266,0.621573496824646,-0.9384409214225613,0.8953223220782673,0.15049180470719214,0.7041285858346283,0.331607897264518,-2.5327982148319093,-3.8131019940148354,-1.9394238752769448,-2.002261892696643,-3.700712081626471,-2.871039444823035,-1.8910536417434556,-1.4004986507975958,-2.185796772869018,-2.0733278615252897,-0.017020654506040955,-1.1882437902134368,-1.6770803031556862,0.2044147312436655,2.7141449562391924,3.1801830289138286,3.846185456286727,3.9293640035264974,1.4405463875708813,2.9270973186030624,2.686524561198093,4.078261888838679,3.2546076031344278,1.9090746820652202,0.8401793408556639,0.3434230569511987,0.4564193886042953,0.43217696209685563,-2.3675921765856445,-1.574878663009889,-2.399150923418864,-1.939137246185837,-0.8608785876362822,-0.4127192767693616,0.6542644798953651,1.3699340799241502,0.5767505854813757,0.1272739421468876,0.2454925029165107,-0.4964159309087449,-0.22764320172440333,1.496213881804124,0.08739840958102268,-0.9490727877593608,-0.11373168838306169,-1.1625150576143524,-1.7142531319330785,-3.323099455275462,-2.3005513141683522,-1.6648203333488767,-1.4370567889210122,-3.0130822903941663,-1.4806784865770775,-0.7288665958490811,-0.29875787491145944,1.1489878306500585,1.2441750112544034,2.5412712800952915,2.4900155709672402,4.58877479768586,2.6802579735776293,1.4160709638743403,-0.8591305233670865,-1.0029733891347121,-1.7944335415407084,-0.02797715595767361,-0.7109309049448773,-0.31094042783137354,-0.02542587168244631,0.2494031890750109,1.247541050726917,1.7222036135046828,1.4185297721062435,2.117408114690277,1.7849379296416563,0.8239822909642454,-0.5914618323235565,-1.2463821828859658,-1.9063083619530021,-3.236977542425873,-3.355461493427225,-3.315898540886402,-3.2051726398768476,-1.6956055234452365,-0.9200723022099224,2.164830434928496,-0.8902852133655813,1.1583669795355322,1.6043624586623224,0.7499492225117856,0.006119519825957376,0.4195995624390483,-1.0259683516540072,-1.1744020007440745,-0.9032349858418081,-1.2996534659726173,-0.9045937965715478,-0.8773362730605352,0.5115384243591161,0.35013014800153286,-0.26261423617586344,1.144444500608505,1.025976221922591,1.4122619685633602,1.0086361746914847,-1.279591504837423,-1.3428038024002362,-1.7868613347884643,-2.400043474009129,-2.0819198147298223,-2.5206293221338205,-0.882313777892588,-0.17533557912871234,0.22676607141993843,2.247889378835307,1.5942677667774514,1.810751700183377,0.3639947178611461,-0.07898749198757252,1.2826118343813413,0.5954696235745481,-2.6167514208790483,-3.264783878951611,-2.245860477937811,-1.9053885680426745,-0.9528603442592013,1.0247227075982046,-0.7341156571681148,1.8447301179254918,3.4421868342397963,2.427366523558624,2.030016512952283,1.1096258824553102,1.229922324605212,1.6880970863374984,2.8554510334928995,0.11821133944465956,-1.4834201209736007,-1.3963232656192262,-1.2313540082380428,-0.9496947606241841,-0.0488788594380527,1.8657576118529768,0.29388182158938236,2.468000868559206,1.4253980845358338,2.921753744035528,2.6393361097818575,2.3945989466601594,2.4004151804256066,0.7070130932158949,0.043102432676609403
by4741_013,10,1,0.11006264547160605,3.136790177228639,4.000676237639582,2.967680829111217,3.27541442959159,2.549110791749835,3.278707089412478,4.606118885171696,3.9648259245575246,4.421232291744971,3.128632314933734,2.2474822934885164,3.5699042472790055,2.809843917502061,4.679472730512556,3.027791456462896,3.292122752997664,4.442666675303305,4.774161666912723,2.0415504735137944,1.1448768108850729,0.9228912824801636,1.6101921944705686,-1.9644282419557992,-1.3345979136328934,1.2047497757151295,1.1855894022728566,1.4578156958762682,0.37032493345811757,-2.1216244356769227,0.8379747815276524,-0.15805046201253603,-1.5994132130529497,-2.7306936827812285,-1.7276976142297502,-4.134992884639406,-4.296255756206396,-3.302444803191061,-3.4514929033627832,-4.124370524095,-0.3371447775204579,1.19085867886748,0.8536678352310658,1.7030466561457718,2.061238921808174,-0.6929861059693578,-0.40285910476198206,-1.2764136625714062,-2.4335050664288342,-1.741340536887125,-1.369720564709636,-2.5936160048836454,-2.303076643169804,-2.3970434736779613,-1.5714450288311153,-1.1345465481486738,2.9620147277941027,1.1260411572293565,1.249877497522673,0.502932368792707,0.6267703564029188,2.1460877988064957,2.502424151633499,2.6324555067971946,1.3078838156214359,1.2907578679350218,-1.8490556447514024,-0.5345082271225039,-0.11665013920817682,-4.066338236706578,-1.1569282673582175,0.7971208806985858,0.6492781023744039,0.8021811659751852,1.804439606918932,1.8471657227247542,0.4777910434698602,-0.4884020431908964,0.08255296183278085,-0.23275771685440644,-1.716440214855288,-2.3058353092940562,-3.1826899968818823,-2.111164396222409,-2.1350372392355808,-1.8481371036557488,-0.62319619353622,0.5148552254639549,1.9446450823694503,3.3606728711889393,2.389681524456587,0.973492985359858,2.545649905678297,1.286888006233243,-1.2793091255136322,-2.4671999501309143,-1.9697108987689171,-0.4390112747501259,0.1838010351404781,0.12697946163528853,2.434735825956861,2.331566003174326,1.9600273356014997,1.94870421484379,1.5742384138320054,0.6511116013097247,1.6273758702648151,1.1231597237162896,1.1609512967598672,-3.395810094352685,-2.3517024864010994,-4.219862106632842,-2.032606849156292,-0.7062832987883013,-0.3282465768713789,-0.4280586558448929,2.0114555891015593,2.4993073225368314,1.1607065725090893,2.465152759317111,1.122462296170086,0.6438526931830275,-0.8367095488274285,0.05430935029253492,-2.0769012473234487,-3.05089875757133,-3.1153313890055947,-1.0068926972898473,1.0935944282996963,2.151346536013182,2.4182784721044097,2.2881951692115328,0.9637881081348909,0.958953630765137,2.427206505850889,1.6105537147138715,0.4520712707240404,-1.2157982187010041,-0.2496103098496033,-1.3379446356173401,-3.2775214268984616,-1.9148652047161727,-0.3466942528466463,0.7076756033952855,1.444656472260048,2.7295195360760136,3.909873953046578,3.243758536018433,2.1487950932184017,3.0900610316883976,-0.018652759592500345,-0.6838343543984089,-1.9847044836858068,-2.8663420323633364,-2.320650311745176,-1.414084502552528,-0.6801050319783646,-0.08159813370965996,-0.6472462139176935,0.02247888623131078,1.0085498197299956,0.531022171810642,-0.5985186506953977
by4741_013,12,2,0.016585335218626485,1.0004121743978924,1.2457313526938254,-0.7750055973751002,-0.03725330532478843,1.9631491449517429,0.35555268530936995,-1.1963965859518149,2.0259225139126418,-2.21643522369106,-0.687163485763754,-1.4137240440376235,-1.4603650495409235,0.8783120000195624,-3.443356608856109,-1.574449817171364,-2.3660653597702868,-2.9955150627023297,-0.7714075346152152,-1.8331377320682591,-3.592081580405364,-0.2990213964359456,-0.8834565508058319,-3.177657856399474,-0.722367589243933,-1.3643633543917075,-0.9372628669305998,-1.3871155486316071,-0.7462784291055651,-0.5833586423577741,0.9860007065491891,-0.6240973891652568,-2.911485067303028,0.5524583952071183,-1.0805438770098228,2.3959194165142668,1.4063299624383765,-0.8865064202239866,5.385250409177134,1.5439039780680572,3.3740676252342983,0.6821779432604089,1.0133492873090109,0.6453100034993455,-1.8880387937156864,2.7595085247057662,0.15947436609648014,0.5255387746193176,1.4221938032726418,1.416113623663572,2.6442587993559634,4.057471876374706,1.052758685275229,-0.34653209334360047,0.8088865446930518,0.543639921825458,0.4954702252560699,2.452544632406166,2.6312938081875803,-1.361832452705594,-1.9253358610332565,-0.21209686097413183,2.1642200134831575,2.5555953134448144,-1.0770253408875679,1.2438231807117615,2.694229954329666,2.8180607404046016,-1.238777098360348,-1.7637682780637278,-2.721890570954183,-1.2798600911579174,0.27548285929802463,-2.499272144886493,-2.3681316957059613,-4.598375951531135,-0.3748223454836805,-2.6731575821534097,1.2663618046843532,-2.3517494562555603,-1.5545298845237112,-3.4458553780882584,0.5878452864897097,-0.13807227798005983,4.5117896949963,-2.2760672456302435,-0.2934495904209853,1.6684945076382618,1.6594554634953345,0.45013643148280347,-0.15967105234282353,-0.4672490809630706,-1.4372093450862815,-2.1963785044570923,0.8703356090086272,0.9464555055999834,1.0243176976788209,1.0281331755639516,-1.5913269943496648,-2.3042143234547083,0.30644213651669916,0.18585853716458156,-0.1952749997848302,-1.8765765532289347,-0.9154958783648458,-4.377217537440321,0.20004869617840426,1.901996656112094,0.36872403674873855,1.6098996215468455,0.1755674120562336,-0.46514334442420757,-1.0276448551729738,0.6753641789558225,2.4036957608987386,-1.25366420637571,-1.2336157444406972,0.49512047340688237,-0.27940487922149815,3.4010827121289386,-0.9650062568402915,0.8480567442802799,4.109156114348832,0.6380244120630872,-0.020674393056726248,1.4687407403818171,1.2624704096717643,-0.4889098055187804,0.7939532163220748,3.6149991641324406,-1.73716455394023,-2.705272255470038,-0.6347694154990589,0.2990175084903284,-2.145150472923932,1.276504059366486,0.22572650515587417,0.2649189900022468,-0.03894822126424691,-1.1111485886533359,-0.823956463567932,-2.273662934394432,2.3539218340331347,1.569602127205373,0.25871054044964237,4.285345747886231,4.516096202602013,-0.3351297025185158,0.5732984844690369,0.7156357287041926,-2.329767597171248,-0.2905040633384397,0.7267389844518073,-1.526881201615152,-0.863078383293372,2.0582769087333417,0.9649306577236522,-0.7576358005587029,-2.681959754817318,-1.9368731224473417,1.4988705168292822,1.9371863626278651,-0.4089506065263063
by4741_013,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by4741_013,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by4741_013,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
by4741_013,20,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
